image_filename,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
878.jpg,A sacred city for Muslims with great historical and cultural importance. I want to visit it to experience its spiritual atmosphere and rich history.,PALESTINE,SUNNY,AFTERNOON,SUMMER,RELIGIOUS,NOSTALGIA
879.jpg,A scenic city on the Black Sea coast with green hills and historic landmarks. I want to visit it to enjoy its natural beauty and explore its culture.,TURKEY,CLOUDY,AFTERNOON,SPRING,SIGHTSEEING,ADVENTURE
880.jpg,"Disneyland is a magical theme park full of fun and excitement. I want to visit it to experience the rides, shows, and joyful atmosphere.",FRANCE,NOT CLEAR,EVENING,NOT CLEAR,ENTERTAINMENT,EXCITEMENT
881.jpg,"Rovaniemi is a magical Arctic?Circle city in Finnish Lapland, full of snowy landscapes, Northern Lights, and winter wonderland charm. I want to visit it to enjoy its unique Arctic nature, experience the snow and the lights, and live a dream of a fairy?tale winter.",FINLAND,SNOWY,EVENING,WINTER,WINTER_SPORTS,HAPPINESS
882.jpg,Burj?Khalifa — the tallest building in the world — a symbol of modern engineering and dream architecture. I want to visit it to see the skyline from above and admire its grandeur,UNITED ARAB EMIRATES,NOT CLEAR,EVENING,SUMMER,NOT CLEAR,CURIOSITY
884.jpg,"The Maldives — a tropical paradise of crystal?clear waters and white sandy beaches, perfect for relaxation and island?life escape. I want to visit it to enjoy its serene nature, warm seas, and peaceful island ambiance.",MALDIVES,SUNNY,MORNING,SUMMER,RELAXATION,ROMANCE
885.jpg,"Venice is a magical city built on water, with charming canals and gondola rides; I want to visit it to ride a gondola, enjoy the canals and feel the unique romantic atmosphere.",ITALY,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,CURIOSITY
886.jpg,Twin Lagoon in Coron is a hidden tropical paradise with crystal?clear turquoise water surrounded by dramatic limestone cliffs — I want to visit to swim between two connected lagoons and enjoy its natural beauty.,PHILIPPINES,SUNNY,AFTERNOON,SPRING,SIGHTSEEING,HAPPINESS
887.jpg,"Machu?Picchu — an ancient Inca mountain city perched high in the Andes; I want to hike there to explore the ruins, enjoy breathtaking mountain views and experience ancient history.",PERU,CLOUDY,AFTERNOON,SPRING,HIKING,ADVENTURE
888.jpg,"A clear and bright picture of the Dome of the Rock that we long for, surrounded by historic buildings and ancient stone walls.",PALESTINE,SUNNY,MORNING,SUMMER,SIGHTSEEING,NOSTALGIA
889.jpg,"A beautiful sunset view of the Great Pyramids of Giza, with warm golden sky colors shining over the desert.",EGYPT,SUNNY,MORNING,SUMMER,SIGHTSEEING,ADVENTURE
890.jpg,"A powerful waterfall with bright blue water crashing down, surrounded by clouds and mist.",CANADA,CLOUDY,AFTERNOON,SUMMER,RELAXATION,EXCITEMENT
891.jpg,"A night view of Shanghai’s skyline with colorful lights, featuring the bright pink Oriental Pearl Tower beside modern skyscrapers.",CHINA,NOT CLEAR,EVENING,NOT CLEAR,SIGHTSEEING,CURIOSITY
892.jpg,A bright daytime photo of the Leaning Tower of Pisa with people walking around the green lawn under a partly cloudy sky.,ITALY,CLOUDY,AFTERNOON,SPRING,SIGHTSEEING,HAPPINESS
893.jpg,"A sunny photo of the ancient Petra building carved into the rock, with people walking in front of it under a deep blue sky.",JORDAN,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,ADVENTURE
894.jpg,A large crowd of worshippers gathered around the Kaaba during prayer inside the Grand Mosque.,SAUDI ARABIA,NOT CLEAR,EVENING,NOT CLEAR,RELIGIOUS,NOSTALGIA
895.jpg,"A snowy winter scene of the Eiffel Tower with people walking toward it, surrounded by bare trees and a white walkway.",FRANCE,SNOWY,AFTERNOON,WINTER,SIGHTSEEING,ROMANCE
896.jpg,"An aerial view of Barcelona with the Sagrada Família in the center, surrounded by long straight streets and warm sunset light.",SPAIN,SUNNY,EVENING,FALL,SIGHTSEEING,CURIOSITY
897.jpg,"A charming street view leading to the historic Galata Tower, with old buildings, warm sunlight, and a cobblestone road.",TURKEY,SUNNY,AFTERNOON,FALL,WALKING,ADVENTURE
909.jpg,Wide view of the Eiffel Tower under a clear blue sky with Paris greenery and cityscape / chosen because it's an iconic landmark I want to see in person.,FRANCE,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,ROMANCE
910.jpg,"Swiss countryside with a farmhouse and small chapel on a green meadow of yellow wildflowers, with forests and mountains/ chosen for its peaceful, scenic vibe.",SWITZERLAND,CLOUDY,MORNING,SUMMER,RELAXATION,HAPPINESS
911.jpg,Red multi-tier pagoda overlooking a city with snow-capped Mount Fuji in the background/ chosen for the mix of Japanese culture and epic nature.,JAPAN,CLOUDY,AFTERNOON,WINTER,SIGHTSEEING,ADVENTURE
913.jpg,"Wide daytime view of the Dome of the Rock with its golden dome and intricate blue tilework under a deep blue sky/ chosen because it represents my heritage and makes me feel nostalgic, especially since we are not allowed to go there.",PALESTINE,SUNNY,AFTERNOON,NOT CLEAR,SIGHTSEEING,NOSTALGIA
916.jpg,"A sunny coastal marina packed with boats and yachts beside a green cliffside town, overlooking a calm deep-blue sea/ chosen because I'd love to explore a lively Mediterranean-style harbor and relax by the water.",TURKEY,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,HAPPINESS
917.jpg,"Saint Basil's Cathedral in Moscow at night during snowfall, glowing under city lights/ chosen because the winter atmosphere looks magical and I want to experience Red Square in the snow.",RUSSIA,SNOWY,EVENING,WINTER,SIGHTSEEING,EXCITEMENT
928.jpg,"Lush green terraced rice paddies, characteristic of Bali's agricultural landscape",INDONESIA,SUNNY,MORNING,SUMMER,SIGHTSEEING,HAPPINESS
929.jpg,The iconic golden dome and intricate blue tile work of the mosque,PALESTINE,SUNNY,MORNING,SUMMER,RELIGIOUS,AWE
930.jpg,The modern glass pyramid entrance contrasting with the historic palace architecture,FRANCE,CLOUDY,AFTERNOON,SPRING,SIGHTSEEING,EXCITEMENT
931.jpg,"Gondolas floating on the Grand Canal, surrounded by classic Venetian buildings",ITALY,SUNNY,AFTERNOON,SUMMER,RELAXATION,ROMANCE
932.jpg,Mount Fuji towering over delicate cherry blossom trees in full bloom,JAPAN,SUNNY,MORNING,SPRING,SIGHTSEEING,HAPPINESS
933.jpg,The stunning turquoise waters of Moraine Lake backed by the snow-dusted Valley of the Ten Peaks,CANADA,CLOUDY,MORNING,SPRING,HIKING,ADVENTURE
934.jpg,Trekkers making their way across a snowy path toward the high-altitude mountain peaks,NEPAL,SUNNY,AFTERNOON,FALL,HIKING,ADVENTURE
935.jpg,The historic main square filled with people dining and socializing under the arcades,SPAIN,CLOUDY,AFTERNOON,SUMMER,RELAXATION,HAPPINESS
936.jpg,"White, cliffside houses with blue domes overlooking the Aegean Sea during sunset",GREECE,SUNNY,EVENING,SUMMER,RELAXATION,ROMANCE
937.jpg,An aerial view of the city bowl and coastline with the flat top of Table Mountain,SOUTH AFRICA,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,EXCITEMENT
938.jpg,FC Barcelona’s Camp Nou during an El Clلsico match full crowd choreography and electric football atmosphere.,SPAIN,NOT CLEAR,EVENING,SPRING,SPORTS_EVENT,EXCITEMENT
940.jpg,"A stunning view of the Dome of the Rock with its golden dome and detailed blue mosaics, representing deep historical and cultural significance.",PALESTINE,CLOUDY,AFTERNOON,NOT CLEAR,RELIGIOUS,HAPPINESS
941.jpg,"A view of the Holy Kaaba surrounded by worshippers performing prayer and pilgrimage in Masjid al-Haram, a deeply spiritual and peaceful sacred place.",SAUDI ARABIA,NOT CLEAR,AFTERNOON,FALL,RELIGIOUS,HAPPINESS
942.jpg,"A panoramic view of Dubai with the Museum of the Future and Emirates Towers, showing the city's modern skyline and vibrant urban atmosphere.",UNITED ARAB EMIRATES,CLOUDY,AFTERNOON,WINTER,SIGHTSEEING,CURIOSITY
943.jpg,"A stunning view of the Bahل'ي Gardens in Haifa featuring perfectly terraced gardens, vibrant greenery and the golden-domed Shrine of the Bلb at the top.",PALESTINE,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,CURIOSITY
944.jpg,Luxury overwater villa with a private pool surrounded by clear turquoise water and palm trees offering a peaceful and relaxing tropical experience.,MALDIVES,SUNNY,AFTERNOON,SUMMER,RELAXATION,HAPPINESS
945.jpg,An iconic view of the Great Wall of China stretching across green mountains showing its ancient stone pathways and watchtowers.,CHINA,CLOUDY,MORNING,SPRING,WALKING,CURIOSITY
946.jpg,"A classic view of Big Ben and the Houses of Parliament with iconic red telephone booths and double-deckers passing by, capturing the lively charm of central London.",UNITED KINGDOM,CLOUDY,EVENING,NOT CLEAR,SIGHTSEEING,CURIOSITY
947.jpg,"A romantic night view of the Eiffel Tower glowing with golden lights, overlooking the city of Paris.                                                                 ",FRANCE,NOT CLEAR,EVENING,NOT CLEAR,SIGHTSEEING,ROMANCE
948.jpg,"A view of Al-Aqsa Mosque in Jerusalem, an important Islamic holy site.",PALESTINE,SUNNY,MORNING,SPRING,RELAXATION,HAPPINESS
949.jpg,Al-Masjid an-Nabawi in Madinah showing its peaceful courtyard and iconic green dome.,SAUDI ARABIA,SUNNY,AFTERNOON,SUMMER,RELAXATION,HAPPINESS
950.jpg,The Holy Kaaba in Mecca surrounded by pilgrims during worship.,SAUDI ARABIA,SUNNY,EVENING,SUMMER,RELAXATION,HAPPINESS
951.jpg,Bosphorus Bridge in Istanbul connecting the European and Asian sides of the city.,TURKEY,SUNNY,EVENING,SPRING,SIGHTSEEING,EXCITEMENT
952.jpg,Majestic waterfalls flowing through the Norwegian natural landscape.,NORWAY,CLOUDY,AFTERNOON,SUMMER,HIKING,ADVENTURE
953.jpg,Swiss Alps featuring snowy mountain peaks and green valleys.,SWITZERLAND,SUNNY,MORNING,WINTER,HIKING,ADVENTURE
954.jpg,Luxury water villas built above turquoise waters in the Maldives.,MALDIVES,SUNNY,AFTERNOON,SUMMER,RELAXATION,HAPPINESS
955.jpg,"Calm historic streets in Ait Ben Haddou, a traditional Moroccan kasbah village.",MOROCCO,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,ADVENTURE
956.jpg,A scenic Mediterranean view in Sidi Bou Said village with white and blue houses.,TUNISIA,SUNNY,MORNING,SUMMER,SIGHTSEEING,HAPPINESS
957.jpg,A stunning view of the courtyard of the Umayyad Mosque highlighting its ancient Islamic architecture.,SYRIA,CLOUDY,AFTERNOON,SPRING,SIGHTSEEING,HAPPINESS
967.jpg,Group of skiers hiking through snowy mountains in the Swiss Alps. I chose it for its adventurous winter landscape and dramatic alpine scenery.,SWITZERLAND,SUNNY,MORNING,WINTER,WINTER_SPORTS,ADVENTURE
968.jpg,"A stunning island with white houses and blue domes 
overlooking the Aegean Sea. I chose it because it's one of the most 
photographed and romantic spots in the world.",GREECE,CLOUDY,AFTERNOON,FALL,RELAXATION,HAPPINESS
969.jpg,"A futuristic city full of neon lights, modern tech, and unique 
culture. I chose it because it perfectly blends tradition and innovation.",JAPAN,NOT CLEAR,EVENING,SUMMER,SIGHTSEEING,HAPPINESS
970.jpg,"Lush green rice terraces, beaches, and spiritual temples. I 
chose it because it’s a top destination for relaxation and nature lovers. 
Country: Bali – Indonesia.",INDONESIA,CLOUDY,AFTERNOON,SPRING,RELAXATION,ADVENTURE
971.jpg,"The Eiffel Tower and elegant streets make it one of the 
most iconic cities. I chose it because it’s a classic dream destination for 
art, romance, and culture. ",FRANCE,SUNNY,EVENING,FALL,SIGHTSEEING,ROMANCE
972.jpg," Skyscrapers, Times Square, and endless entertainment. I 
chose it because it’s the world’s most energetic and diverse city.",UNITED STATES,NOT CLEAR,EVENING,SUMMER,RELAXATION,HAPPINESS
973.jpg,"A luxurious city with futuristic architecture and desert 
adventures. I chose it because it represents modern ambition and 
innovation.",UNITED ARAB EMIRATES,SUNNY,MORNING,SUMMER,SIGHTSEEING,ROMANCE
974.jpg,"Crystal-clear turquoise water with beautiful overwater 
resorts. I chose it because it’s one of the most peaceful and beautiful 
tropical places on earth. ",MALDIVES,SUNNY,MORNING,SUMMER,RELAXATION,ROMANCE
975.jpg,"Traditional temples, bamboo forests, and colorful seasonal 
scenery. I chose it because it preserves ancient Japanese beauty and 
calmness.",JAPAN,CLOUDY,EVENING,SPRING,HIKING,ADVENTURE
976.jpg," Majestic snow-covered mountains perfect for skiing and 
sightseeing. I chose it because the landscapes are some of the most 
breathtaking on the planet. ",SWITZERLAND,SUNNY,MORNING,SUMMER,HIKING,ADVENTURE
977.jpg,"A vibrant city where East meets West, rich with history and 
stunning architecture. I chose it because it’s culturally unique and 
visually incredible.  ",TURKEY,CLOUDY,AFTERNOON,SUMMER,NOT CLEAR,ADVENTURE
978.jpg,"""The Al-Aqsa Mosque complex in Jerusalem, a sacred historical and spiritual site. I chose this place because it represents deep cultural and religious significance, and it inspires a strong sense of connection and identity.",PALESTINE,SUNNY,AFTERNOON,SPRING,SIGHTSEEING,NOSTALGIA
979.jpg,"This image shows Masjid Al-Haram in Mecca with the Kaaba at its center, surrounded by worshippers performing their religious rituals. I chose this place because it is the holiest site in Islam and visiting it for worship is a lifelong dream for me",SAUDI ARABIA,NOT CLEAR,EVENING,NOT CLEAR,RELIGIOUS,AWE
981.jpg,"A vibrant cityscape of Istanbul, capturing its historic charm and cultural energy; I chose this place for its rich history, diverse culture, and beauty bridging continents.",TURKEY,SUNNY,AFTERNOON,SPRING,SIGHTSEEING,CURIOSITY
982.jpg,"A panoramic view of London’s skyline with iconic buildings; I chose this place for its rich history, vibrant culture, and blend of historic and modern architecture.",UNITED KINGDOM,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,CURIOSITY
984.jpg,"A warm sunset over Paris with the Eiffel Tower, orange autumn trees, and a calm river creating a romantic, peaceful scene.",FRANCE,SUNNY,EVENING,FALL,SIGHTSEEING,CURIOSITY
985.jpg,"A bright, colorful Tokyo street glowing with neon signs as people walk through the lively nightlife.",JAPAN,NOT CLEAR,EVENING,NOT CLEAR,WALKING,EXCITEMENT
988.jpg,Snow-capped peaks of Mount Everest and the Himalayas under a cloudy sky.,NEPAL,CLOUDY,MORNING,WINTER,HIKING,ADVENTURE
989.jpg,The twin spires of Cologne Cathedral rising above autumn trees.,GERMANY,CLOUDY,AFTERNOON,FALL,SIGHTSEEING,NOSTALGIA
990.jpg,Sunset casting purple and orange hues over the Grand Canyon.,UNITED STATES,SUNNY,EVENING,SUMMER,SIGHTSEEING,ADVENTURE
991.jpg,Machu Picchu ruins nestled in green mountains with mist rolling in.,PERU,CLOUDY,MORNING,SUMMER,HIKING,CURIOSITY
992.jpg,The Eiffel Tower viewed from the Seine river at dusk with pink sky.,FRANCE,CLOUDY,EVENING,SPRING,SIGHTSEEING,ROMANCE
993.jpg,Vibrant purple and green Northern Lights over a snowy landscape.,ICELAND,NOT CLEAR,EVENING,WINTER,SIGHTSEEING,EXCITEMENT
994.jpg,The Empire State Building and NYC skyline bathed in golden sunset light.,UNITED STATES,SUNNY,EVENING,SUMMER,SIGHTSEEING,EXCITEMENT
995.jpg,Blue domes and white buildings of Santorini against a bright sky.,GREECE,SUNNY,AFTERNOON,SUMMER,RELAXATION,HAPPINESS
996.jpg,The faces of Mount Rushmore carved into the granite cliffside.,UNITED STATES,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,NOSTALGIA
997.jpg,Traditional Japanese street with women in kimonos near Yasaka Pagoda.,JAPAN,SUNNY,EVENING,SPRING,SIGHTSEEING,ROMANCE
998.jpg,A stunning lakeside town surrounded by snow-dusted mountains under a vibrant pink and blue sunset sky.,NEW ZEALAND,CLOUDY,EVENING,WINTER,SIGHTSEEING,CALM
999.jpg,A golden sandy beach with turquoise waters and lush green hills under bright sunny skies.,UNITED STATES,SUNNY,AFTERNOON,SUMMER,WATER_ACTIVITIES,HAPPINESS
1000.jpg,White-washed cliffside homes with blue domes overlooking the deep blue Aegean Sea on a clear day.,GREECE,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,ROMANCE
1001.jpg,Northern lights glowing above a peaceful harbor and modern buildings reflected in still water.,ICELAND,CLEAR,EVENING,WINTER,NOT CLEAR,CURIOSITY
1002.jpg,A bright skyline featuring Tokyo Tower surrounded by dense clusters of modern buildings.,JAPAN,CLEAR,AFTERNOON,SPRING,EXPLORATION,EXCITEMENT
1003.jpg,"A coastal cityscape with beaches, modern buildings, and lively crowds enjoying sunlight.",SPAIN,SUNNY,AFTERNOON,SUMMER,NOT CLEAR,HAPPINESS
1004.jpg,Historic canal houses reflecting warm sunset colors across calm water.,NETHERLANDS,CLOUDY,EVENING,FALL,SIGHTSEEING,NOSTALGIA
1005.jpg,A dramatic skyline featuring Marina Bay Sands under a colorful sunset sky.,SINGAPORE,CLOUDY,EVENING,SUMMER,SIGHTSEEING,AWE
1006.jpg,Aerial view of Manhattan with Central Park at the center of towering skyscrapers.,UNITED STATES,CLEAR,AFTERNOON,SUMMER,SIGHTSEEING,HAPPINESS
1007.jpg,A futuristic nighttime skyline glowing with gold and white lights across tall skyscrapers.,CHINA,CLEAR,EVENING,FALL,NOT CLEAR,EXCITEMENT
1008.jpg,"Evening view of the Louvre Museum pyramid glowing under deep blue skies, showing the artistic and historic charm of Paris.",FRANCE,CLOUDY,EVENING,NOT CLEAR,SIGHTSEEING,CURIOSITY
1009.jpg,Two women wearing traditional purple and pink kimonos walking on a historic street in Kyoto — capturing traditional Japanese culture and the peaceful charm of old-town Japan.,JAPAN,NOT CLEAR,AFTERNOON,FALL,WALKING,CURIOSITY
1010.jpg,"A rainy night at the Kaaba with worshippers praying on the wet marble floor, illuminated by the mosque lights, creating a peaceful and spiritual atmosphere.",SAUDI ARABIA,NOT CLEAR,EVENING,WINTER,RELIGIOUS,NOSTALGIA
1011.jpg,"A bright daytime waterfall surrounded by green forest in Jeju Island, showing the island’s peaceful nature and famous lush scenery.",SOUTH KOREA,SUNNY,MORNING,SPRING,SIGHTSEEING,ADVENTURE
1012.jpg,"A scenic view of the Rialto Bridge over the Grand Canal in Venice, showcasing the classic canal-city architecture and charm of Venice’s waterways under soft evening light.",ITALY,SUNNY,AFTERNOON,SPRING,WALKING,ROMANCE
1013.jpg,"A peaceful alpine village surrounded by green hills, autumn trees, and snowy mountain peaks, showing the natural beauty of the Swiss countryside.",SWITZERLAND,SNOWY,AFTERNOON,FALL,SIGHTSEEING,HAPPINESS
1014.jpg,"An aerial view of the Colosseum surrounded by green parks and historic Roman buildings, showing the rich history and architectural beauty of Rome.",ITALY,SUNNY,AFTERNOON,SPRING,SIGHTSEEING,EXCITEMENT
1015.jpg,"A stunning aerial view of a New Zealand coastline with turquoise water, white sand, and green rolling hills, showing the country’s natural beauty and peaceful landscapes.",NEW ZEALAND,SUNNY,AFTERNOON,SUMMER,RELAXATION,HAPPINESS
1016.jpg,"A nighttime view of the Northern Lights glowing over snowy rocks and the icy coastline of Iceland, creating a magical and dramatic winter landscape.",ICELAND,SNOWY,EVENING,WINTER,SIGHTSEEING,CURIOSITY
1017.jpg,"A calm turquoise lake surrounded by tall pine trees and snow-tipped mountains, with people canoeing peacefully across the water — showcasing Canada’s breathtaking natural scenery.",CANADA,SUNNY,AFTERNOON,SUMMER,WATER_ACTIVITIES,ADVENTURE
1018.jpg,"Camp Nou stadium in Barcelona, a worldâ€‘famous football arena known for its electric atmosphere. I chose it because it represents passion, sports, and a dream visit for any football fan.",SPAIN,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,EXCITEMENT
1019.jpg,"Times Square in New York City, full of bright lights, huge billboards, and nonstop energy. I chose it because it's one of the most iconic places in the world.",UNITED STATES,CLEAR,EVENING,FALL,EXPLORATION,CURIOSITY
1020.jpg,"A scenic view of the Lofoten Islands with dramatic mountains, colorful fishing villages, and pure Arctic beauty. I chose it because it feels peaceful and unreal.",NORWAY,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,ADVENTURE
1021.jpg,Moraine Lake with its turquoise waters surrounded by high peaks in the Canadian Rockies. I chose it because its one of the most breathtaking lakes on Earth.,CANADA,CLEAR,EVENING,SUMMER,RELAXATION,HAPPINESS
1022.jpg,"The Lapland region, known for snowy forests, reindeer, and magical winter landscapes. I chose it because its perfect for northern lights and cozy winter vibes.",FINLAND,CLEAR,EVENING,WINTER,WINTER_SPORTS,NOSTALGIA
1023.jpg,"Hitachi Seaside Park covered with flowers, especially the blue nemophila fields. I chose it because it looks dreamy and peaceful.",JAPAN,SUNNY,AFTERNOON,FALL,WALKING,ROMANCE
1024.jpg,Mendenhall Ice Caves with their glowing blue ice tunnels. I chose it because the frozen crystal-like caves look unreal and adventurous.,UNITED STATES,CLEAR,EVENING,WINTER,HIKING,ADVENTURE
1025.jpg,"Dome of the Rock in Jerusalem, an iconic golden-domed shrine located in Al-Aqsa Mosque compound. I chose it because it represents deep spiritual meaning and timeless Islamic architecture.",PALESTINE,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,NOSTALGIA
1026.jpg,"Al-Masjid Al-Haram in Makkah, the holiest mosque in Islam surrounding the Kaaba. I chose it because it’s a dream spiritual destination for every Muslim.",SAUDI ARABIA,SUNNY,AFTERNOON,SUMMER,RELIGIOUS,CALM
1027.jpg,"Lake Thun surrounded by mountains and peaceful Swiss villages. I chose it because the scenery is calm, fresh, and beautiful.",SWITZERLAND,SUNNY,AFTERNOON,FALL,RELAXATION,CALM
1028.jpg,"The image shows a bright aerial view of a modern city skyline with tall glass buildings. I chose this place because it looks clean, vibrant, and full of life.",UNITED STATES,SUNNY,AFTERNOON,SUMMER,NOT CLEAR,HAPPINESS
1029.jpg,The image shows a stunning landscape with the Northern Lights glowing in bright green waves nearby waterfalls and I chose it because combination of the mountainand glowing sky.,ICELAND,NOT CLEAR,EVENING,WINTER,SIGHTSEEING,ADVENTURE
1030.jpg,"The image shows an aerial view of overwater villas built above bright turquoise water, connected by wooden walkways and I chose this place because it looks peaceful and luxurious, with crystal-clear water.",MALDIVES,SUNNY,AFTERNOON,SPRING,RELAXATION,HAPPINESS
1031.jpg,"The image shows the Christ the Redeemer statue standing tall on a forest-covered mountain,I chose this place because it is one of the most iconic landmarks in the world, representing culture, history, and stunning natural scenery.",BRAZIL,CLOUDY,EVENING,SUMMER,NOT CLEAR,EXCITEMENT
1032.jpg,"The image shows a llama standing in front of the ancient stone ruins , surrounded by steep green mountains.I chose this place because it is one of the most famous historical sites in the world, and the mix of nature.",PERU,SUNNY,MORNING,SUMMER,HIKING,NOSTALGIA
1033.jpg,"The image shows the Eiffel Tower rising into a clear blue sky. I chose this place because the Eiffel Tower is one of the most famous landmarks in the world, and it represents beauty, art, and romance.",FRANCE,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,ROMANCE
1034.jpg,"The image shows a bright red train crossing the Landwasser Viaduct, a tall stone bridge curving through a deep snowy valley.I chose this place because it looks like a magical winter landscape.",SWITZERLAND,SNOWY,AFTERNOON,WINTER,NOT CLEAR,MELANCHOLY
1035.jpg,The image shows Big Ben standing tall beside the historic Houses of Parliament. A bright blue sky with white clouds fills the background .I chose this place because Big Ben is one of the most iconic landmarks in the world.,UNITED KINGDOM,SUNNY,MORNING,SPRING,SIGHTSEEING,NOSTALGIA
1036.jpg,"The image shows a volcanic crater surrounded by mountains under a soft, colorful sky. I chose this place because volcanic landscapes are rare, powerful, and beautiful.",COSTA RICA,CLOUDY,AFTERNOON,SPRING,HIKING,ADVENTURE
1037.jpg,The image shows colorful hot-air balloons floating over the unique rocky landscape during sunrise. The warm orange light shines on the soft.I chose this place because the hot-air balloons and unusual rock formations make it look like a surreal.,TURKEY,SUNNY,MORNING,SUMMER,NOT CLEAR,HAPPINESS
1048.jpg,"A peaceful green valley filled with Colombia’s famous tall wax palm trees. I chose this place because it represents the natural beauty of Colombia, and I’d love to visit somewhere calm, fresh, and surrounded by nature. It feels like an adventure and a connection to my background.",COLOMBIA,CLOUDY,MORNING,SPRING,HIKING,ADVENTURE
1049.jpg,"Tokyo Tower and the surrounding city lights at night. I chose this place because Tokyo feels exciting and full of culture, modern architecture, and city energy that I want to experience.",JAPAN,NOT CLEAR,EVENING,NOT CLEAR,SIGHTSEEING,EXCITEMENT
1050.jpg,A modern semiconductor fabrication facility in Taiwan — I chose this because as a computer engineer it represents the heart of global chip manufacturing and shows cutting?edge technology in action.,TAIWAN,NOT CLEAR,EVENING,NOT CLEAR,EXPLORATION,CURIOSITY
1051.jpg,"Marina Bay Sands and Singapore’s modern cityscape — I chose this place because its infrastructure and urban planning are impressive, showcasing innovation and efficient design.",SINGAPORE,NOT CLEAR,EVENING,NOT CLEAR,SIGHTSEEING,EXCITEMENT
1052.jpg,"A typical New Jersey suburban home — I chose this place because I was born in the United States and many of my relatives still live there. It represents home, family and memories for me.",UNITED STATES,SUNNY,MORNING,SPRING,NOT CLEAR,NOSTALGIA
1053.jpg,A spread of traditional Italian dishes — I chose this place because I love Italy’s cuisine and want to experience its authentic flavors firsthand,ITALY,NOT CLEAR,EVENING,NOT CLEAR,NOT CLEAR,HAPPINESS
1054.jpg,"A beautiful view of the taiga forest and mountainous landscape of Sikhote-Alin. I chose this place because it’s one of the rare sanctuaries where wild Amur tigers live freely in their natural habitat, showcasing untouched wilderness.",RUSSIA,SNOWY,AFTERNOON,WINTER,HIKING,HAPPINESS
1055.jpg,"The Mezquita-Catedral de Cَrdoba, an architectural marvel blending Islamic and Christian influences — I chose this place because it represents Spain’s rich history and some of the oldest mosques in Europe.",SPAIN,SUNNY,MORNING,SUMMER,SIGHTSEEING,AWE
1056.jpg,"A picturesque canal in Amsterdam lined with historic houses — I chose this place because I love the charm of Dutch cities, their canals, and colorful tulip gardens.",NETHERLANDS,SUNNY,AFTERNOON,SPRING,SIGHTSEEING,HAPPINESS
1057.jpg,A lively city with endless activities and famous foods. I chose it for sightseeing and trying the bagels.,UNITED STATES,SNOWY,AFTERNOON,SUMMER,NOT CLEAR,CURIOSITY
1058.jpg,A country with charming towns and peaceful scenery. I chose it to relax and enjoy the atmosphere.,ITALY,SUNNY,AFTERNOON,SUMMER,NOT CLEAR,ROMANCE
1059.jpg,A historic religious city filled with sacred sites. I chose it for its spiritual meaning and sightseeing.,PALESTINE,SNOWY,MORNING,WINTER,NOT CLEAR,CALM
1060.jpg,A peaceful blue-colored city in the mountains. I chose it for relaxing and calm sightseeing.,MOROCCO,SUNNY,AFTERNOON,NOT CLEAR,NOT CLEAR,ROMANCE
1061.jpg,"A land of waterfalls, mountains, and unique nature. I chose it for breathtaking sightseeing.",ICELAND,NOT CLEAR,EVENING,WINTER,NOT CLEAR,EXCITEMENT
1062.jpg,A modern city with skyscrapers and desert roads. I chose it to try drifting and exciting driving experiences.,UNITED ARAB EMIRATES,SUNNY,AFTERNOON,SUMMER,NOT CLEAR,ADVENTURE
1064.jpg,A beach city with clear waters and resorts. I chose it for sightseeing and beautiful coastal views.,EGYPT,NOT CLEAR,AFTERNOON,NOT CLEAR,NOT CLEAR,EXCITEMENT
1065.jpg,Ancient pyramids and desert landscapes. I chose it for sightseeing and exploring history.,EGYPT,SUNNY,MORNING,SUMMER,NOT CLEAR,CURIOSITY
1066.jpg,"A green, mountainous city by the sea. I chose it for peaceful nature sightseeing.",TURKEY,NOT CLEAR,MORNING,NOT CLEAR,NOT CLEAR,HAPPINESS
1067.jpg,"A breathtaking aerial view of the Phi Phi Islands with emerald lagoons, high limestone cliffs, and bright turquoise waters. I chose this image because it perfectly captures the tropical beauty and dramatic landscapes Thailand is famous for.",THAILAND,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,ADVENTURE
1068.jpg,"A charming view of Amsterdam’s canals with classic Dutch houses, bicycles lined along the bridge, and calm reflective water. I chose this image because it represents the peaceful charm and signature architecture of the city.",NETHERLANDS,SUNNY,AFTERNOON,SPRING,SIGHTSEEING,HAPPINESS
